2.781040000000000134e+01,-2.721349999999999909e+03,6.286960000000000264e+02
2.656800000000000139e+01,-2.740719999999999800e+03,8.492830000000000155e+02
1.753619999999999948e+02,-2.709550000000000182e+03,8.524840000000000373e+02
-1.222259999999999991e+02,-2.771880000000000109e+03,8.460829999999999700e+02
2.452620000000000005e+02,-2.828500000000000000e+03,1.138296900000000051e+03
-2.974110000000000014e+02,-2.852000000000000000e+03,9.934610999999999876e+02
3.449019999999999868e+02,-2.881110000000000127e+03,1.440577999999999975e+03
-4.599449999999999932e+02,-2.757800000000000182e+03,7.525499999999999545e+02
2.832199999999999918e+01,-2.772440000000000055e+03,1.076656500000000051e+03
1.335749999999999886e+02,-2.782489999999999782e+03,1.306255999999999858e+03
-7.342329999999999757e+01,-2.825849999999999909e+03,1.301802999999999884e+03
1.179689999999999941e+02,-2.960059999999999945e+03,1.730291999999999916e+03
-7.770910000000000650e+01,-3.047130000000000109e+03,1.703956999999999880e+03
5.910660000000000025e+01,-3.136679999999999836e+03,2.134250000000000000e+03
-6.165050000000000097e+01,-3.031320000000000164e+03,2.180079999999999927e+03
