4.611690000000000111e+01,1.247600000000002183e+02,1.389604000000000042e+03
5.524029999999999774e+01,6.507000000000016371e+01,1.601862000000000080e+03
2.158520000000000039e+02,7.678999999999996362e+01,1.598744999999999891e+03
-1.053709999999999951e+02,5.334999999999990905e+01,1.604979000000000042e+03
2.637350000000000136e+02,2.180999999999994543e+01,1.838256000000000085e+03
-2.175130000000000052e+02,6.690000000000054570e+00,1.729509000000000015e+03
2.916650000000000205e+02,1.256199999999998909e+02,2.111440999999999804e+03
-2.284770000000000039e+02,1.962199999999997999e+02,1.496168000000000120e+03
6.457599999999999341e+01,-3.400000000000090949e+00,1.825501999999999953e+03
1.816380000000000052e+02,-6.400000000000000000e+01,2.047050999999999931e+03
-3.381459999999999866e+01,-7.971999999999979991e+01,2.051232399999999870e+03
1.449859999999999900e+02,-2.491500000000000909e+02,2.475403000000000247e+03
-4.032019999999999982e+01,-2.530100000000002183e+02,2.486041999999999916e+03
1.458079999999999927e+02,-3.234499999999998181e+02,2.913345000000000255e+03
-3.183079999999999998e+01,-3.675500000000001819e+02,2.899798999999999978e+03
